Area: 0.785484	4xArea: 3.141936	error: 0.001642	Ntrials: 1000000
Area: 0.785601	4xArea: 3.142404	error: 0.001642	Ntrials: 1000000
Area: 0.785888	4xArea: 3.143552	error: 0.001642	Ntrials: 1000000
Area: 0.786266	4xArea: 3.145064	error: 0.001642	Ntrials: 1000000
Area: 0.784916	4xArea: 3.139664	error: 0.001642	Ntrials: 1000000
Area: 0.785376	4xArea: 3.141504	error: 0.001642	Ntrials: 1000000
Area: 0.785831	4xArea: 3.143324	error: 0.001642	Ntrials: 1000000
Area: 0.785413	4xArea: 3.141652	error: 0.001642	Ntrials: 1000000
Area: 0.785562	4xArea: 3.142248	error: 0.001642	Ntrials: 1000000
Area: 0.785192	4xArea: 3.140768	error: 0.001642	Ntrials: 1000000
Area: 0.785186	4xArea: 3.140744	error: 0.001642	Ntrials: 1000000
Area: 0.785132	4xArea: 3.140528	error: 0.001642	Ntrials: 1000000
Area: 0.785439	4xArea: 3.141756	error: 0.001642	Ntrials: 1000000
Area: 0.785356	4xArea: 3.141424	error: 0.001642	Ntrials: 1000000
Area: 0.785408	4xArea: 3.141632	error: 0.001642	Ntrials: 1000000
Area: 0.785025	4xArea: 3.140100	error: 0.001642	Ntrials: 1000000
Area: 0.785409	4xArea: 3.141636	error: 0.001642	Ntrials: 1000000
Area: 0.785717	4xArea: 3.142868	error: 0.001642	Ntrials: 1000000
Area: 0.785245	4xArea: 3.140980	error: 0.001642	Ntrials: 1000000
Area: 0.784594	4xArea: 3.138376	error: 0.001642	Ntrials: 1000000
Area: 0.785308	4xArea: 3.141232	error: 0.001642	Ntrials: 1000000
Area: 0.785973	4xArea: 3.143892	error: 0.001642	Ntrials: 1000000
Area: 0.784979	4xArea: 3.139916	error: 0.001642	Ntrials: 1000000
Area: 0.786192	4xArea: 3.144768	error: 0.001642	Ntrials: 1000000
Area: 0.785627	4xArea: 3.142508	error: 0.001642	Ntrials: 1000000
Area: 0.784848	4xArea: 3.139392	error: 0.001642	Ntrials: 1000000
Area: 0.785274	4xArea: 3.141096	error: 0.001642	Ntrials: 1000000
Area: 0.785656	4xArea: 3.142624	error: 0.001642	Ntrials: 1000000
Area: 0.785198	4xArea: 3.140792	error: 0.001642	Ntrials: 1000000
Area: 0.785592	4xArea: 3.142368	error: 0.001642	Ntrials: 1000000
Area: 0.785558	4xArea: 3.142232	error: 0.001642	Ntrials: 1000000
Area: 0.785610	4xArea: 3.142440	error: 0.001642	Ntrials: 1000000
Area: 0.785713	4xArea: 3.142852	error: 0.001642	Ntrials: 1000000
Area: 0.785504	4xArea: 3.142016	error: 0.001642	Ntrials: 1000000
Area: 0.785251	4xArea: 3.141004	error: 0.001642	Ntrials: 1000000
Area: 0.785265	4xArea: 3.141060	error: 0.001642	Ntrials: 1000000
Area: 0.785543	4xArea: 3.142172	error: 0.001642	Ntrials: 1000000
Area: 0.785662	4xArea: 3.142648	error: 0.001642	Ntrials: 1000000
Area: 0.785500	4xArea: 3.142000	error: 0.001642	Ntrials: 1000000
Area: 0.785336	4xArea: 3.141344	error: 0.001642	Ntrials: 1000000
Area: 0.785200	4xArea: 3.140800	error: 0.001642	Ntrials: 1000000
Area: 0.785512	4xArea: 3.142048	error: 0.001642	Ntrials: 1000000
Area: 0.785316	4xArea: 3.141264	error: 0.001642	Ntrials: 1000000
Area: 0.785476	4xArea: 3.141904	error: 0.001642	Ntrials: 1000000
Area: 0.786211	4xArea: 3.144844	error: 0.001642	Ntrials: 1000000
Area: 0.784899	4xArea: 3.139596	error: 0.001642	Ntrials: 1000000
Area: 0.784766	4xArea: 3.139064	error: 0.001642	Ntrials: 1000000
Area: 0.785235	4xArea: 3.140940	error: 0.001642	Ntrials: 1000000
Area: 0.785364	4xArea: 3.141456	error: 0.001642	Ntrials: 1000000
Area: 0.785971	4xArea: 3.143884	error: 0.001642	Ntrials: 1000000
Area: 0.786108	4xArea: 3.144432	error: 0.001642	Ntrials: 1000000
Area: 0.785147	4xArea: 3.140588	error: 0.001642	Ntrials: 1000000
Area: 0.784877	4xArea: 3.139508	error: 0.001642	Ntrials: 1000000
Area: 0.784954	4xArea: 3.139816	error: 0.001642	Ntrials: 1000000
Area: 0.785979	4xArea: 3.143916	error: 0.001642	Ntrials: 1000000
Area: 0.784553	4xArea: 3.138212	error: 0.001642	Ntrials: 1000000
Area: 0.786211	4xArea: 3.144844	error: 0.001642	Ntrials: 1000000
Area: 0.785258	4xArea: 3.141032	error: 0.001642	Ntrials: 1000000
Area: 0.784860	4xArea: 3.139440	error: 0.001642	Ntrials: 1000000
Area: 0.785269	4xArea: 3.141076	error: 0.001642	Ntrials: 1000000
Area: 0.785371	4xArea: 3.141484	error: 0.001642	Ntrials: 1000000
Area: 0.785143	4xArea: 3.140572	error: 0.001642	Ntrials: 1000000
Area: 0.785724	4xArea: 3.142896	error: 0.001642	Ntrials: 1000000
Area: 0.786176	4xArea: 3.144704	error: 0.001642	Ntrials: 1000000
Area: 0.785500	4xArea: 3.142000	error: 0.001642	Ntrials: 1000000
Area: 0.786031	4xArea: 3.144124	error: 0.001642	Ntrials: 1000000
Area: 0.785489	4xArea: 3.141956	error: 0.001642	Ntrials: 1000000
Area: 0.785467	4xArea: 3.141868	error: 0.001642	Ntrials: 1000000
Area: 0.785486	4xArea: 3.141944	error: 0.001642	Ntrials: 1000000
Area: 0.785814	4xArea: 3.143256	error: 0.001642	Ntrials: 1000000
Area: 0.785473	4xArea: 3.141892	error: 0.001642	Ntrials: 1000000
Area: 0.785772	4xArea: 3.143088	error: 0.001642	Ntrials: 1000000
Area: 0.784980	4xArea: 3.139920	error: 0.001642	Ntrials: 1000000
Area: 0.785098	4xArea: 3.140392	error: 0.001642	Ntrials: 1000000
Area: 0.785486	4xArea: 3.141944	error: 0.001642	Ntrials: 1000000
Area: 0.785343	4xArea: 3.141372	error: 0.001642	Ntrials: 1000000
Area: 0.784725	4xArea: 3.138900	error: 0.001642	Ntrials: 1000000
Area: 0.785528	4xArea: 3.142112	error: 0.001642	Ntrials: 1000000
Area: 0.785214	4xArea: 3.140856	error: 0.001642	Ntrials: 1000000
Area: 0.785565	4xArea: 3.142260	error: 0.001642	Ntrials: 1000000
Area: 0.784766	4xArea: 3.139064	error: 0.001642	Ntrials: 1000000
Area: 0.785012	4xArea: 3.140048	error: 0.001642	Ntrials: 1000000
Area: 0.786124	4xArea: 3.144496	error: 0.001642	Ntrials: 1000000
Area: 0.785936	4xArea: 3.143744	error: 0.001642	Ntrials: 1000000
Area: 0.785110	4xArea: 3.140440	error: 0.001642	Ntrials: 1000000
Area: 0.784931	4xArea: 3.139724	error: 0.001642	Ntrials: 1000000
Area: 0.785671	4xArea: 3.142684	error: 0.001642	Ntrials: 1000000
Area: 0.785532	4xArea: 3.142128	error: 0.001642	Ntrials: 1000000
Area: 0.784384	4xArea: 3.137536	error: 0.001642	Ntrials: 1000000
Area: 0.785540	4xArea: 3.142160	error: 0.001642	Ntrials: 1000000
Area: 0.785489	4xArea: 3.141956	error: 0.001642	Ntrials: 1000000
Area: 0.785932	4xArea: 3.143728	error: 0.001642	Ntrials: 1000000
Area: 0.785650	4xArea: 3.142600	error: 0.001642	Ntrials: 1000000
Area: 0.784976	4xArea: 3.139904	error: 0.001642	Ntrials: 1000000
Area: 0.785906	4xArea: 3.143624	error: 0.001642	Ntrials: 1000000
Area: 0.784881	4xArea: 3.139524	error: 0.001642	Ntrials: 1000000
Area: 0.785447	4xArea: 3.141788	error: 0.001642	Ntrials: 1000000
Area: 0.785058	4xArea: 3.140232	error: 0.001642	Ntrials: 1000000
Area: 0.785165	4xArea: 3.140660	error: 0.001642	Ntrials: 1000000
Area: 0.785382	4xArea: 3.141528	error: 0.001642	Ntrials: 1000000
Area: 0.785751	4xArea: 3.143004	error: 0.001642	Ntrials: 1000000
Area: 0.784975	4xArea: 3.139900	error: 0.001642	Ntrials: 1000000
Area: 0.784703	4xArea: 3.138812	error: 0.001642	Ntrials: 1000000
Area: 0.785945	4xArea: 3.143780	error: 0.001642	Ntrials: 1000000
Area: 0.785752	4xArea: 3.143008	error: 0.001642	Ntrials: 1000000
Area: 0.786511	4xArea: 3.146044	error: 0.001642	Ntrials: 1000000
Area: 0.785075	4xArea: 3.140300	error: 0.001642	Ntrials: 1000000
Area: 0.785538	4xArea: 3.142152	error: 0.001642	Ntrials: 1000000
Area: 0.785182	4xArea: 3.140728	error: 0.001642	Ntrials: 1000000
Area: 0.785585	4xArea: 3.142340	error: 0.001642	Ntrials: 1000000
Area: 0.785479	4xArea: 3.141916	error: 0.001642	Ntrials: 1000000
Area: 0.785216	4xArea: 3.140864	error: 0.001642	Ntrials: 1000000
Area: 0.785553	4xArea: 3.142212	error: 0.001642	Ntrials: 1000000
Area: 0.785519	4xArea: 3.142076	error: 0.001642	Ntrials: 1000000
