0.028108	1.253809
-2.933028	0.163083
-0.306495	1.308141
-7.214604	0.000000
-0.081605	1.257467
10.392203	0.000000
0.369295	1.330359
-0.271784	1.297091
0.674105	1.452358
-2.245878	0.608272
0.304200	1.307381
-0.163623	1.269757
9.044905	0.000000
-0.561873	1.408198
-2.817716	0.211509
1.309559	1.443528
-4.698185	0.000466
-0.071377	1.256495
0.117249	1.261840
0.111605	1.261047
-2.354368	0.513077
0.167575	1.270544
-0.318856	1.312303
0.188841	1.275069
-1.369933	1.410695
1.128659	1.507329
33.034103	0.000000
0.019902	1.253562
0.634195	1.437254
-0.599326	1.423453
-0.089615	1.258316
0.621899	1.432443
0.349282	1.323002
-0.086090	1.257933
0.059688	1.255541
0.864973	1.507234
0.111126	1.260981
4.446923	0.001323
-0.105169	1.260188
1.482204	1.335783
-0.693490	1.459358
0.171910	1.271427
-1.449330	1.359469
2.655691	0.296844
-0.591067	1.420121
1.297215	1.449555
1.498387	1.323626
0.359052	1.326564
-0.993966	1.520319
0.251830	1.291198
-1.972994	0.875627
0.907150	1.514024
8.175961	0.000000
-0.316518	1.311507
2.398101	0.477124
1.665746	1.181470
0.605234	1.425824
0.527315	1.393899
7.646674	0.000000
-6.597116	0.000000
0.260918	1.293838
0.497269	1.381425
0.186717	1.274596
0.639011	1.439120
4.197544	0.003484
4.768797	0.000343
0.602254	1.424629
-1.163766	1.499124
-2.742748	0.248375
-1.323190	1.436599
-0.398516	1.341491
-1.402915	1.390484
-0.186451	1.274537
1.075509	1.515916
2.776165	0.231398
2.525074	0.381373
1.178022	1.495214
-4.426756	0.001434
-0.140819	1.265557
-18.290083	0.000000
8.194533	0.000000
1.230707	1.477869
0.584169	1.417322
-0.016562	1.253486
0.396143	1.340571
-1.157088	1.500841
-10.292953	0.000000
0.737129	1.474138
-1.128670	1.507327
-2.749838	0.244700
0.980769	1.520068
3.418745	0.046075
-6.020979	0.000001
0.659716	1.447012
-2.135685	0.712497
1.838167	1.013237
-0.467168	1.369000
-0.453548	1.363430
-2.946938	0.157882
0.110545	1.260902
-2.251934	0.602749
-0.122017	1.262540
-0.559081	1.407048
0.632916	1.436757
0.851770	1.504648
-2.321804	0.540781
-2.095559	0.751944
0.141001	1.265588
-11.389163	0.000000
0.079807	1.257286
0.106935	1.260419
