-0.576047	1.013005
-1.096398	1.016379
-0.990291	1.016709
0.042061	1.008396
-2.441331	0.849657
0.915194	1.016495
-0.299955	1.009810
-0.484253	1.011839
-0.589921	1.013183
-0.869689	1.016223
1.702401	0.988716
0.857497	1.016135
0.190307	1.008964
-0.401467	1.010854
-0.287379	1.009696
0.553512	1.012715
-1.670056	0.991747
1.570074	0.999789
1.780995	0.980414
-1.153647	1.015821
1.137690	1.016006
0.260919	1.009471
-0.141644	1.008700
0.467587	1.011633
-1.459216	1.006554
0.315740	1.009957
0.910842	1.016473
1.335472	1.011774
-1.237653	1.014422
1.731006	0.985850
2.073820	0.936590
0.598227	1.013290
1.008753	1.016710
0.701121	1.014571
-0.160291	1.008793
0.165701	1.008822
-0.011415	1.008369
-0.535791	1.012488
1.757616	0.983025
-0.911585	1.016477
-0.769693	1.015339
0.374430	1.010555
-0.520717	1.012297
-0.034993	1.008387
0.475359	1.011729
-0.094805	1.008517
-1.417623	1.008564
-1.396299	1.009491
0.757244	1.015207
-0.620430	1.013574
1.288742	1.013188
-1.087907	1.016437
1.400722	1.009304
0.883644	1.016317
0.319399	1.009992
-1.380613	1.010130
-0.974689	1.016692
-1.202479	1.015098
-0.124070	1.008623
1.053150	1.016615
1.073023	1.016525
-0.981894	1.016702
-2.047001	0.941507
-0.985771	1.016706
-0.539837	1.012540
-1.913665	0.963191
-0.851607	1.016090
-0.496957	1.011997
0.205907	1.009064
0.424054	1.011113
1.824871	0.975178
0.727177	1.014875
-0.031535	1.008383
-0.217846	1.009145
0.062894	1.008433
-0.973939	1.016690
1.281766	1.013375
-0.479361	1.011778
-0.538850	1.012528
0.954201	1.016646
-1.815688	0.976310
-0.883460	1.016315
0.455520	1.011487
-0.822200	1.015846
0.037837	1.008391
1.901966	0.964880
-1.602960	0.997358
0.150365	1.008742
-1.355440	1.011082
-1.185161	1.015382
0.987366	1.016707
-0.709572	1.014671
0.719546	1.014787
-0.898465	1.016406
0.778696	1.015432
-0.054140	1.008416
-0.107528	1.008560
-0.029684	1.008381
0.556452	1.012753
1.313273	1.012481
-0.119561	1.008605
-0.918978	1.016513
-0.695381	1.014503
-0.876148	1.016267
-1.628451	0.995332
2.764115	0.744373
0.350581	1.010303
-0.117679	1.008598
0.749503	1.015124
-0.967798	1.016679
0.694146	1.014488
1.092484	1.016406
-0.953220	1.016644
0.072286	1.008454
-1.664296	0.992264
-0.350749	1.010305
0.161591	1.008800
1.479591	1.005468
0.263787	1.009495
-0.348139	1.010278
1.144425	1.015931
-1.307231	1.012662
0.275762	1.009595
-1.749658	0.983886
2.590319	0.804169
0.660891	1.014083
-1.401459	1.009273
-0.535357	1.012483
-0.228287	1.009219
0.239216	1.009300
-0.378311	1.010597
-0.099266	1.008531
-0.391222	1.010739
0.979478	1.016699
1.426801	1.008143
-2.207864	0.909127
0.417543	1.011037
-0.797350	1.015616
1.222811	1.014724
-1.511637	1.003620
0.446845	1.011382
0.252969	1.009407
-0.548041	1.012645
-0.059354	1.008426
0.306436	1.009869
0.721878	1.014814
2.229491	0.904240
-0.304488	1.009851
-2.237987	0.902286
-0.777256	1.015417
-0.036571	1.008389
0.148950	1.008735
1.059741	1.016588
1.759422	0.982828
-1.170599	1.015597
2.565812	0.812036
0.229750	1.009230
-1.649661	0.993548
-0.618044	1.013543
-0.897555	1.016401
-0.575803	1.013002
0.545799	1.012617
-2.195372	0.911892
1.434247	1.007793
1.468938	1.006044
1.044816	1.016643
-0.150230	1.008741
-0.858765	1.016144
1.026968	1.016688
1.822149	0.975515
-0.469166	1.011653
-1.867372	0.969677
-0.693098	1.014476
-0.440414	1.011305
-0.132132	1.008657
-0.568502	1.012908
-0.697127	1.014524
0.784159	1.015487
-1.369603	1.010558
-0.663597	1.014116
-1.865116	0.969980
-0.197091	1.009007
1.794353	0.978866
0.976734	1.016695
-0.187473	1.008947
0.209371	1.009087
-1.774840	0.981113
0.076709	1.008465
-0.970289	1.016684
2.022299	0.945870
0.161984	1.008802
-1.080062	1.016486
1.456397	1.006698
0.781254	1.015458
-0.045359	1.008401
0.505895	1.012109
0.686985	1.014402
0.620233	1.013571
1.125095	1.016136
1.447561	1.007144
-0.728576	1.014890
1.266697	1.013758
-1.494723	1.004617
-0.795852	1.015602
-0.195929	1.008999
-0.088911	1.008499
-0.294050	1.009756
0.625258	1.013635
-0.328255	1.010078
-0.214115	1.009119
0.981973	1.016702
1.190036	1.015306
-0.291894	1.009737
0.456892	1.011503
-0.825925	1.015878
-1.752423	0.983589
-2.069400	0.937414
0.918934	1.016513
-0.682776	1.014351
-1.436105	1.007704
-0.700758	1.014567
0.036474	1.008389
-1.753117	0.983514
-2.940074	0.677624
1.303407	1.012774
0.781355	1.015459
0.783922	1.015484
0.272997	1.009572
0.975475	1.016693
-0.172714	1.008860
0.163286	1.008809
0.572153	1.012955
0.300943	1.009819
-0.627734	1.013666
-0.144489	1.008714
0.358789	1.010389
0.350768	1.010305
0.934769	1.016581
0.973047	1.016689
0.688969	1.014426
0.353773	1.010336
-2.285715	0.890940
-1.269313	1.013694
-0.425851	1.011134
-0.791132	1.015556
-0.843118	1.016023
0.004781	1.008367
0.122586	1.008617
-0.190843	1.008967
-0.672885	1.014231
-0.268366	1.009533
0.097306	1.008525
-0.037636	1.008390
-0.024567	1.008377
-1.253976	1.014061
-0.190069	1.008963
-0.703270	1.014597
-0.321782	1.010015
-0.848968	1.016069
-0.773254	1.015376
-2.193409	0.912322
0.436306	1.011257
0.217613	1.009143
0.296352	1.009777
0.904155	1.016438
3.824055	0.316978
1.787844	0.979626
-0.325507	1.010051
-0.185846	1.008937
-0.460515	1.011547
-0.319875	1.009997
-0.403443	1.010876
-0.871673	1.016237
0.253803	1.009414
0.438991	1.011289
0.408698	1.010936
0.245914	1.009352
-0.395939	1.010792
0.429584	1.011177
0.991178	1.016710
-0.487199	1.011875
-0.052386	1.008413
-0.484745	1.011845
-1.913620	0.963198
0.025320	1.008377
-0.481997	1.011811
0.311350	1.009915
-0.372568	1.010535
1.287219	1.013229
1.941538	0.959032
0.229014	1.009225
0.008823	1.008368
-1.060896	1.016583
1.632427	0.995004
0.128727	1.008643
0.798603	1.015628
0.337983	1.010175
0.211523	1.009101
0.391893	1.010746
-0.264863	1.009504
0.126769	1.008634
0.756079	1.015195
0.410348	1.010954
0.742634	1.015048
0.942037	1.016608
1.794832	0.978810
0.445286	1.011364
